SNo,Date,StartupName,Location,IndustryVertical,SubVertical,InvestorsName,InvestmentType,AmountInUSD,Remarks
1105,17/02/2016,Bollant Industries,Hyderabad,Technology,Eco-friendly consumer & packaging products,Ratan Tata,Private Equity,,
1106,18/02/2016,GetVee,New Delhi,Consumer Internet,Matrimony & Couples only mobile platform,"Lightspeed Venture Partners, K Ganesh",Private Equity,,
1107,18/02/2016,HealthKumbh,Ahmedabad,Consumer Internet,Health related Information portal,Undisclosed investor,Seed Funding,73000,
1108,18/02/2016,Unlaze,Gurgaon,Consumer Internet,Social Networking app for outdoor interests,"Sujal Shah, Dino Morea",Seed Funding,,
1109,18/02/2016,Tracxn,Bangalore,Technology,Indian Startup ecosystem trends analyzer & funding platform,"Nandan Nilekani, Mohandas Pai, Neeraj Arora, Anand Rajaraman, Girish Mathrubootham, Aneesh Reddy & Teruhide Sato",Private Equity,,
1110,18/02/2016,Careongo,New Delhi,ECommerce,Online Pharmacy store,Farooq Oomerbhoy & Other angel investors,Seed Funding,300000,
1111,18/02/2016,Ark Robot,Bangalore,Technology,Warehouse Automation,Qualcomm (Through QPrize Contest),Seed Funding,350000,
1112,19/02/2016,Jaypore,New Delhi,ECommerce,Ethnic Products marketplace,Aavishkaar,Private Equity,5000000,
1113,19/02/2016,Finance Buddha,Bangalore,Consumer Internet,Online Loan Comparison & Discovery platform,Chennai Angels,Seed Funding,,
1114,19/02/2016,AlmaConnect,New Delhi,Consumer Internet,Alumni social network,"Mohandas Pai, Varun Aggarwal",Seed Funding,,
1115,19/02/2016,Advantage Club,Gurgaon,Consumer Internet,mobile platform for corporate employee benefits,Purvi Ventures & Others,Seed Funding,400000,
1116,19/02/2016,LocalRamu,Bangalore,Consumer Internet,mobile based aggregator for local service providers,3 undisclosed investors,Seed Funding,,
1117,22/02/2016,Baby Berry,Bangalore,Consumer Internet,Parenting Mobile app,Nitin Bagmane & Other undisclosed investors,Seed Funding,1000000,
1118,22/02/2016,Magicpin,New Delhi,Consumer Internet,Hyperlocal Discover Mobile App,Lightspeed India,Private Equity,3000000,
1119,22/02/2016,First Eat,New Delhi,Consumer Internet,Healthy Food Delivery platform,Undisclosed investor,Seed Funding,100000,
1120,22/02/2016,SigTuple,Bangalore,Technology,Healthcare based Tech Solutions,"Sachin Bansal, Binny Bansal, Accel Partners & Others",Seed Funding,,
1121,22/02/2016,Taskbob,Mumbai,Consumer Internet,Hyperlocal Handyman services platform,"IvyCap Ventures, Orios Venture Partners, Mayfield India",Private Equity,4500000,
1122,22/02/2016,Styledotme,New Delhi,Consumer Internet,Mobile Fashion App,Indian Angel Network,Seed Funding,37000,
1123,22/02/2016,NewsLaundry,New Delhi,Consumer Internet,Independent News Media Portal,"Omidyar Network,  Vikram Lal, Abhijit Bhandari, Mahesh Murthy, Shashank Bhagat",Private Equity,,
1124,23/02/2016,CupoNation,Gurgaon,Consumer Internet,Deals and Discount platform,"Rocket Internet AG, Holtzbrink Ventures, New Enterprise Associates (NEA), e.ventures, ru-Net, Deutsche Telekom Strategic Investments (DTSI), Silicon Valley Bank",Private Equity,11000000,
1125,23/02/2016,Aarav UAV,Kanpur,Technology,unmanned aerial vehicles creator,"StartupXseed Ventures, The Phoenix Fund and others",Seed Funding,,
1126,24/02/2016,Sayfix,Bangalore,Consumer Internet,Hyperlocal Home Services Provider,Yajnanarayana Kammaje,Seed Funding,160000,
1127,24/02/2016,LoanZen,Bangalore,Consumer Internet,Peer to peer Lending marketplace,Tracxn Syndicate,Seed Funding,,
1128,24/02/2016,NoBroker,Bangalore,Consumer Internet,Peer to peer property listing platform,"Beenext, Digital Garage, Beenos, Qualgro, Mamoru Taniya, SAIF Partners",Private Equity,10000000,
1129,24/02/2016,AppilyEver,Hyderabad,Consumer Internet,Online wedding services marketplace,"Varun Aggarwal, Suresh Venkat, Raj Y",Seed Funding,400000,
1130,24/02/2016,Pocketin,Noida,Consumer Internet,Hotel reservations & Deal platform,Swastika Company Ltd,Seed Funding,150000,
1131,24/02/2016,FeetApart,Bangalore,Consumer Internet,Employee engagements & Rewards platform,Vishal Bali & Others,Seed Funding,,
1132,25/02/2016,OfBusiness,Gurgaon,eCommerce,B2B commerce Marketplace,Matrix Partners India,Private Equity,5000000,
1133,25/02/2016,CarveNiche,Bangalore,Consumer Internet,Personalized Learning Solutions & products,"Calcutta Angels, Lead Angels & Others",Seed Funding,,
1134,25/02/2016,Juspay,Bangalore,Consumer Internet,Digital Payments solutions,"Accel Partners, Ashish Hemrajani, Parikshit Dar, Rajesh Balpande",Private Equity,5800000,
1135,25/02/2016,Funcart,New Delhi,eCommerce,Party Supplies Etailer,Undisclosed HNIs,Seed Funding,70000,
1136,26/02/2016,Freedom Smart Labs,New Delhi,Technology,IoT retail solutions,Kapil Goel,Seed Funding,145000,
1137,26/02/2016,EduBridge,Mumbai,Consumer Internet,Skill development and vocational training platform,"Insitor Impact Asia Fund, Acumen Fund",Private Equity,2500000,
1138,29/02/2016,Nestaway,Bangalore,Consumer Internet,Online Home Rental Marketplace,Ratan Tata,Private Equity,,
1139,29/02/2016,Hopscotch,Mumbai,eCommerce,Baby & Kids Products Online Flash sales platform,Eduardo Saverin,Private Equity,13000000,
1140,29/02/2016,PinClick,Bangalore,Consumer Internet,Online real estate listings,Undisclosed investors,Private Equity,,
1141,2016-01-03 00:00:00,DriveU,Bangalore,Consumer Internet,Chauffeurs Discovery for private car owners,Unitus Seed Fund,Seed Funding,,
1142,2016-01-03 00:00:00,Gympik,Bangalore,Consumer Internet,"Fitness Centres, Gym Discovery online marketplace",RoundGlass Partners,Private Equity,,
1143,2016-01-03 00:00:00,Testbook,Mumbai,Consumer Internet,Online Test Preparation Platform,S Chand & Co,Private Equity,,
1144,2016-01-03 00:00:00,IQlect,Bangalore,Technology,Big Data Analytics Platform,"Lip-Bu Tan, Michael Marks, Nicolas Braithwaite",Private Equity,,
1145,2016-02-03 00:00:00,MoMark,Noida,Consumer Internet,Mobile Wallet Aggregation platform,YourNest Angel Fund,Private Equity,600000,
1146,2016-02-03 00:00:00,Skedool,Seattle / Bangalore,Consumer Internet,AI based Office Assistant Mobile App,"Kludein LLC,Phanindra Sama, Narayan Ramachandran, Pranav Pai",Seed Funding,,
1147,2016-02-03 00:00:00,Systemantics,Bangalore,Technology,Industrial robots maker,"Nandan Nilekani, Accel Partners",Private Equity,1400000,
1148,2016-03-03 00:00:00,Vertuals,Mumbai,Technology,Audio Visual Digital Content creators for Brands,Dino Morea,Seed Funding,,
1149,2016-03-03 00:00:00,Imarticus Learning,Mumbai,Education,Financial Services & Analytics Education Institute,"Blinc Advisors, Amit Nanavati, Tashwinder Singh, Taranjit Jaswal, Amit Khanna",Private Equity,1000000,
1150,2016-03-03 00:00:00,Shouut,New Delhi,Consumer Internet,Social Discovery Mobile app,Undisclosed investor,Seed Funding,500000,
1151,2016-04-03 00:00:00,TinyStep,Bangalore,Consumer Internet,Parenting Social Network Platform,Matt Glickman,Private Equity,,
1152,2016-04-03 00:00:00,Aahaa,Chennai,ECommerce,Office Products Super Store,"YourNest Angel Fund,",Private Equity,1000000,
1153,2016-04-03 00:00:00,Arcatron Mobility,Pune,Technology,Smart wheelchair Design and Development,"Sudhir Mehta, Anoop Hingorani",Seed Funding,,
1154,2016-04-03 00:00:00,FTCash,Kolkata,Consumer Internet,Mobile Payments Platform,IvyCap Ventures,Seed Funding,150000,
1155,2016-04-03 00:00:00,Civilsdaily,New Delhi,Consumer Internet,Civil Services News Aggregator,Manoj Kumar & Other undisclosed investors,Seed Funding,,
1156,2016-04-03 00:00:00,Zappka,Gurgaon,Consumer Internet,Mobile App discovery and review platform,"Daman Soni, Rajat Gupta & Others",Seed Funding,100000,
1157,2016-04-03 00:00:00,Tarusa World,Mumbai,ECommerce,Handicraft products eTailer,Mohit Gulati,Seed Funding,,
1158,2016-04-03 00:00:00,medECUBE,Gurgaon,Healthcare,Healthcare related Services provider,Artiman Ventures,Private Equity,4000000,
1159,2016-07-03 00:00:00,N.O.W,Noida,Consumer Internet,Bike Taxi Service & Hyperlocal Delivery App,"Ruchirans Jaipuria, Anuj Sanghi",Seed Funding,500000,
1160,2016-07-03 00:00:00,Ninjacart,Bangalore,ECommerce,B2B marketplace for Farmers & Retailers,"Accel Partners, Qualcomm Ventures, M&S Partners, Zop Smart",Private Equity,3000000,
1161,2016-07-03 00:00:00,Reach,Bangalore,Consumer Internet,Cross Platform P2P file sharing mobile app,"Rebright Partners, Sol Primero, Sudhir Anandarao, Ankur Warikoo, Ankur Singla",Seed Funding,500000,
1162,2016-07-03 00:00:00,Vanity Cube,New Delhi,Consumer Internet,Hyperlocal Beauty Services platform,Unicorn Ventures,Seed Funding,250000,
1163,2016-07-03 00:00:00,Wooplr,Bangalore,ECommerce,Curated Fashion ECommerce portal,"Naveen Tewari, Abhay Singhal, Amit Gupta, Piyush Shah, Raghunandan G, Rajiv Mehta",Seed Funding,,
1164,2016-07-03 00:00:00,Medidaili,Bangalore,Consumer Internet,Medical Support service platform,Undisclosed private investors,Seed Funding,100000,
1165,2016-08-03 00:00:00,Finomena,New Delhi,Technology,Credit Worthiness Big Data Analytics,Matrix Partners India,Private Equity,,
1166,2016-08-03 00:00:00,Cookaroo,Bangalore,Consumer Internet,Food Delivery Platform,Vijay Krishna Yadav,Seed Funding,,
1167,2016-08-03 00:00:00,vPhrase Analytics,Mumbai,Technology,AI based data analytics platform,"Apoorv Ranjan Sharma, Daud Ali and others",Seed Funding,,
1168,2016-08-03 00:00:00,LoveCycles,Bangalore,Consumer Internet,Women’s health Tracker,Prime Venture Partners,Seed Funding,750000,
1169,2016-08-03 00:00:00,Kartrocket,New Delhi,ECommerce,ECommerce SAAS platform,"Undisclosed Japanese investor, Bertelsmann India Investments, Nirvana Digital India Fund, Nirvana Digital Investment Holding Co Ltd, 500 Start-Ups",Private Equity,8000000,
1170,2016-08-03 00:00:00,dunzo,Bangalore,Consumer Internet,Daily Task Management App,"Aspada Investment Advisors, Blume Ventures.",Seed Funding,650000,
1171,2016-09-03 00:00:00,Indiamart,Noida,ECommerce,B2B Marketplace for SMBs,Amadeus Capital,Private Equity,,
1172,2016-09-03 00:00:00,SmartVizX,Noida,Technology,Virtual Reality Solutions,"Indian Angel Network, Stanford Angels, Entrepreneurs India",Seed Funding,500000,
1173,2016-09-03 00:00:00,MyGubbi,Bangalore,Real Estate,Interior Design & Home Décor Solutions,"Vipul Parekh, ajesh K Murthy,",Seed Funding,2500000,
1174,2016-09-03 00:00:00,Nukkad Shops,Hyderabad,Consumer Internet,Hyperlocal Grocery Delivery Service,PurpleTalk Inc,Seed Funding,1000000,
1175,2016-09-03 00:00:00,Cloudacar,Pune,Consumer Internet,Carpooling Mobile App,"Amit Choudhary, Anuj Puri",Seed Funding,,
1176,2016-09-03 00:00:00,Justride,Mumbai,Consumer Internet,Self Drive Car Rental,Dheeraj Jain & Other angel investors,Seed Funding,400000,
1177,2016-09-03 00:00:00,Yana,Gurgaon,Consumer Internet,Personal AI Transaction Engine App,"Puneet Gupta,",Seed Funding,,
1178,2016-10-03 00:00:00,Big Fish Ventures,New Delhi,Food & Beverage,premium dining lounges Chain,Undisclosed investors,Private Equity,11100000,
1179,2016-10-03 00:00:00,Stylflip,Mumbai,ECommerce,Pre-Owned Fashion marketplace mobile app,"Raj Gala Shah, Zaheer Memon",Seed Funding,,
1180,2016-10-03 00:00:00,Icertis,Pune/Seattle,Technology,Contract Management Software Solutions platform,"Ignition Partners, Greycroft Partners, Fidelity Growth Partners India",Private Equity,15000000,
1181,2016-10-03 00:00:00,Supplified,New Delhi,ECommerce,Construction material eTailer,Mohit Goel,Seed Funding,1000000,
1182,2016-11-03 00:00:00,JollyFoodFellow,Ahmedabad,Technology,Food Related Marketing & Branding platform,Janak Parikh,Seed Funding,,
1183,14/3/2016,PinkBlue,Bangalore,ECommerce,Medical Supplies eTailer,"Hari Krishna, Ajay Modani, Dr V Ravinder, Anirudh Rastogi, Abhishek Jain, Rakesh Gakhar, Rajeev Mudumba, Nagendra Prasad Bhanuprakash",Seed Funding,223608,
1184,14/3/2016,TruckingCube,New Delhi,Logistics,"Domestic, Commercial, and Industrial Goods Movers",Agarwal Movers Group,Private Equity,14900000,
1185,14/3/2016,eSwasthya,Ahmedabad,Consumer Internet,Online Medicine Delivery Aggregator,Hemang Sahani,Seed Funding,,
1186,15/3/2016,FlipClass,Bangalore,Consumer Internet,Tutor Search Platform,"S Chand and Co Pvt Ltd, Blume Ventures",Private Equity,1000000,
